Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine, Martinique et La Réunion - Communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 19/06/2018       Géographie au 01/01/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie (€);Part des ménages fiscaux imposés (%);Taux de pauvreté-Ensemble (%);Taux de pauvreté-moins de 30 ans (%);Taux de pauvreté-30 à 39 ans  (%);Taux de pauvreté-40 à 49 ans (%);Taux de pauvreté-50 à 59 ans (%);Taux de pauvreté-60 à 74 ans (%);Taux de pauvreté-75 ans ou plus (%);Taux de pauvreté-propriétaires (%);Taux de pauvreté-locataires (%);Part des revenus d'activité (%);dont part des salaires et traitements hors chômage (%);dont part des indemnités de chômage (%);dont part des revenus des activités non salariées (%);Part des pensions, retraites et rentes (%);Part des revenus du patrimoine et autres revenus (%);Part de l'ensemble des prestations sociales (%);dont part des prestations familiales (%);dont part des minima sociaux (%);dont part des prestations logement (%);Part des impôts (%);1er décile du niveau de vie (€);9e décile du niveau de vie (€);Rapport interdécile 9e décile/1er décile
CODGEO;LIBGEO;NBMENFISC15;NBPERSMENFISC15;MED15;PIMP15;TP6015;TP60AGE115;TP60AGE215;TP60AGE315;TP60AGE415;TP60AGE515;TP60AGE615;TP60TOL115;TP60TOL215;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15;D115;D915;RD15
77323;Moussy-le-Vieux;479,0;1330,0;24851,0;;;;;;;;;;;;;;;;;;;;;;;;
77325;Mouy-sur-Seine;158,0;361,0;21749,5;;;;;;;;;;;;;;;;;;;;;;;;
77326;Nandy;2008,0;6024,5;22338,8;63,8;12,1;;17,6;12,2;;;;;24,7;86,9;81,0;3,5;2,5;18,8;4,5;6,0;3,3;1,2;1,5;-16,2;11417,3;35235,5;3,1
77327;Nangis;3337,0;8500,5;18089,0;50,4;20,9;;27,1;27,6;15,8;;;6,9;33,3;72,0;65,7;3,5;2,9;27,3;6,7;8,4;3,9;2,3;2,2;-14,4;9858,0;30816,1;3,1
77328;Nanteau-sur-Essonne;184,0;438,5;25909,3;;;;;;;;;;;;;;;;;;;;;;;;
77329;Nanteau-sur-Lunain;230,0;527,5;25056,0;;;;;;;;;;;;;;;;;;;;;;;;
77330;Nanteuil-lès-Meaux;2322,0;6116,5;23468,0;70,2;6,8;;;;;;;;16,9;82,7;76,0;2,7;4,0;23,3;7,8;3,7;2,2;0,8;0,7;-17,5;13755,0;37783,3;2,7
77331;Nanteuil-sur-Marne;169,0;433,5;20292,8;;;;;;;;;;;;;;;;;;;;;;;;
77332;Nantouillet;91,0;255,5;24161,7;;;;;;;;;;;;;;;;;;;;;;;;
77333;Nemours;5491,0;12883,5;17470,9;46,7;22,9;32,9;28,3;26,9;22,0;15,4;;8,0;33,5;69,3;62,5;4,0;2,9;28,0;7,4;9,4;3,4;3,3;2,7;-14,1;9280,0;30421,0;3,3
77335;Chauconin-Neufmontiers;790,0;2364,0;24485,2;74,0;;;;;;;;;;89,7;83,3;2,6;3,8;18,9;4,9;3,7;2,7;0,5;0,5;-17,2;15248,0;36538,7;2,4
77336;Neufmoutiers-en-Brie;333,0;912,5;25362,2;;;;;;;;;;;;;;;;;;;;;;;;
77337;Noisiel;5619,0;15693,0;18808,0;55,4;20,9;;19,6;25,4;22,3;15,4;;7,5;31,7;82,3;76,7;4,1;1,5;19,9;4,8;7,9;3,3;2,4;2,2;-14,9;9632,7;32952,6;3,4
77338;Noisy-Rudignon;211,0;607,0;21690,0;;;;;;;;;;;;;;;;;;;;;;;;
77339;Noisy-sur-École;774,0;1936,5;31536,0;;;;;;;;;;;;;;;;;;;;;;;;
77340;Nonville;240,0;617,0;24337,3;;;;;;;;;;;;;;;;;;;;;;;;
77341;Noyen-sur-Seine;154,0;395,5;20948,3;;;;;;;;;;;;;;;;;;;;;;;;
77342;Obsonville;46,0;111,5;23353,3;;;;;;;;;;;;;;;;;;;;;;;;
77343;Ocquerre;139,0;377,5;21732,4;;;;;;;;;;;;;;;;;;;;;;;;
77344;Oissery;718,0;2302,0;24557,2;71,0;;;;;;;;;;96,3;90,0;2,7;3,5;12,2;4,2;3,5;2,8;0,4;0,3;-16,2;15585,2;36604,4;2,3
77345;Orly-sur-Morin;257,0;673,0;23409,5;;;;;;;;;;;;;;;;;;;;;;;;
77347;Les Ormes-sur-Voulzie;336,0;799,0;21031,0;;;;;;;;;;;;;;;;;;;;;;;;
77348;Ormesson;100,0;252,5;26325,5;;;;;;;;;;;;;;;;;;;;;;;;
77349;Othis;2431,0;6788,0;24522,0;73,8;5,0;;;;;;;;;87,0;82,8;2,6;1,6;22,0;4,1;3,6;2,3;0,6;0,6;-16,7;14431,0;36087,6;2,5
77350;Ozoir-la-Ferrière;7537,0;20245,0;25207,2;73,2;7,8;;9,4;9,7;7,8;5,0;;5,0;21,0;82,7;75,2;2,8;4,7;25,0;9,6;3,1;1,7;0,7;0,7;-20,4;13419,7;42928,7;3,2
77352;Ozouer-le-Voulgis;655,0;1885,0;25971,7;;;;;;;;;;;;;;;;;;;;;;;;
77353;Paley;190,0;452,5;24569,0;;;;;;;;;;;;;;;;;;;;;;;;
77354;Pamfou;337,0;967,0;23552,8;;;;;;;;;;;;;;;;;;;;;;;;
77355;Paroy;77,0;170,5;24000,5;;;;;;;;;;;;;;;;;;;;;;;;
77356;Passy-sur-Seine;;;;;;;;;;;;;;;;;;;;;;;;;;;
77357;Pécy;300,0;843,0;23383,3;;;;;;;;;;;;;;;;;;;;;;;;
77358;Penchard;388,0;1082,0;25009,1;;;;;;;;;;;;;;;;;;;;;;;;
77359;Perthes;790,0;2041,5;26163,5;76,6;;;;;;;;;;79,7;70,5;2,5;6,7;29,8;10,8;2,3;1,4;0,6;0,4;-22,6;14688,0;44119,2;3,0
77360;Pézarches;142,0;421,0;23934,0;;;;;;;;;;;;;;;;;;;;;;;;
77361;Pierre-Levée;166,0;456,5;24422,4;;;;;;;;;;;;;;;;;;;;;;;;
77363;Le Pin;527,0;1392,5;25497,3;;;;;;;;;;;;;;;;;;;;;;;;
77364;Le Plessis-aux-Bois;88,0;273,5;23491,5;;;;;;;;;;;;;;;;;;;;;;;;
77365;Le Plessis-Feu-Aussoux;192,0;562,5;24972,9;;;;;;;;;;;;;;;;;;;;;;;;
77366;Le Plessis-l'Évêque;98,0;279,5;24677,1;;;;;;;;;;;;;;;;;;;;;;;;
77367;Le Plessis-Placy;89,0;252,0;21346,0;;;;;;;;;;;;;;;;;;;;;;;;
77368;Poigny;192,0;539,5;20406,7;;;;;;;;;;;;;;;;;;;;;;;;
77369;Poincy;243,0;661,5;26676,7;;;;;;;;;;;;;;;;;;;;;;;;
77370;Poligny;358,0;849,0;23342,7;;;;;;;;;;;;;;;;;;;;;;;;
77371;Pommeuse;1109,0;3026,0;22809,6;66,9;8,5;;;;;;;;;87,0;80,3;3,0;3,7;19,1;6,5;3,9;2,5;0,9;0,5;-16,5;13072,0;36290,0;2,8
77372;Pomponne;1583,0;3909,5;24808,3;74,2;9,2;;;;;;;;17,4;80,4;70,7;2,6;7,1;23,4;16,9;3,4;1,6;0,9;0,9;-24,1;12790,5;49766,0;3,9
77373;Pontault-Combault;14115,0;38263,5;22479,4;67,9;11,2;13,8;12,1;12,5;11,8;7,2;;5,3;21,5;85,9;79,8;3,2;2,9;20,6;7,2;4,6;2,5;1,0;1,1;-18,3;11920,0;36834,5;3,1
77374;Pontcarré;843,0;2078,0;25808,1;78,1;;;;;;;;;;83,5;79,3;2,4;1,8;25,4;7,6;2,4;1,5;0,5;0,4;-18,9;17082,8;40174,0;2,4
77376;Précy-sur-Marne;268,0;784,5;25219,3;;;;;;;;;;;;;;;;;;;;;;;;
77377;Presles-en-Brie;805,0;2282,0;25225,6;75,4;;;;;;;;;;88,8;81,2;2,6;5,0;19,9;7,7;2,7;2,0;0,4;0,3;-19,1;14937,6;39304,8;2,6
77378;Pringy;1230,0;2992,0;24667,0;73,9;;;;;;;;;;75,9;71,1;2,1;2,7;30,6;8,4;3,0;1,7;0,6;0,6;-17,9;13804,7;39882,5;2,9
77379;Provins;5241,0;11642,0;17262,5;46,7;25,5;33,8;35,5;32,6;24,0;13,9;;7,7;34,3;68,2;57,9;3,7;6,7;28,4;11,2;9,1;2,8;3,4;2,8;-16,9;8830,0;33886,0;3,8
77380;Puisieux;113,0;318,0;24111,7;;;;;;;;;;;;;;;;;;;;;;;;
77381;Quiers;230,0;685,5;23910,0;;;;;;;;;;;;;;;;;;;;;;;;
77382;Quincy-Voisins;2028,0;5489,0;25200,8;71,2;6,1;;;;;;;;20,0;86,5;79,2;2,6;4,7;20,9;7,1;3,4;2,0;0,7;0,6;-17,9;14566,2;40028,3;2,7
77383;Rampillon;292,0;817,0;24365,2;;;;;;;;;;;;;;;;;;;;;;;;
77384;Réau;410,0;1065,0;23804,8;;;;;;;;;;;;;;;;;;;;;;;;
77385;Rebais;908,0;2316,0;19597,3;52,3;15,3;;;;;;;;27,2;72,3;64,5;3,6;4,2;26,3;8,5;6,6;3,4;1,6;1,6;-13,7;11096,2;31328,0;2,8
77386;Recloses;269,0;665,0;27347,8;;;;;;;;;;;;;;;;;;;;;;;;
77387;Remauville;178,0;503,0;22980,5;;;;;;;;;;;;;;;;;;;;;;;;
77388;Reuil-en-Brie;320,0;848,0;23106,1;;;;;;;;;;;;;;;;;;;;;;;;
77389;La Rochette;1397,0;3137,5;26577,1;71,9;9,5;;;;;;;;24,1;77,0;69,9;1,8;5,3;27,8;14,6;2,6;1,3;0,6;0,7;-22,0;12592,7;48449,0;3,8
77390;Roissy-en-Brie;7715,0;22430,0;21864,0;65,8;12,4;;15,1;13,3;12,5;7,2;;5,8;27,5;86,3;80,8;3,4;2,1;20,1;5,0;5,3;2,9;1,2;1,1;-16,7;11488,7;34955,2;3,0
77391;Rouilly;192,0;491,5;22620,9;;;;;;;;;;;;;;;;;;;;;;;;
77392;Rouvres;265,0;848,5;25628,0;;;;;;;;;;;;;;;;;;;;;;;;
77393;Rozay-en-Brie;1111,0;2744,0;23012,7;66,2;7,5;;;;;;;;;81,9;72,0;2,9;6,9;23,2;9,3;3,4;2,0;0,7;0,7;-17,8;13643,2;37890,7;2,8
77394;Rubelles;769,0;1951,0;27596,7;;;;;;;;;;;;;;;;;;;;;;;;
77395;Rumont;54,0;123,0;22108,9;;;;;;;;;;;;;;;;;;;;;;;;
77396;Rupéreux;;;;;;;;;;;;;;;;;;;;;;;;;;;
77397;Saâcy-sur-Marne;747,0;1862,5;21378,0;;;;;;;;;;;;;;;;;;;;;;;;
77398;Sablonnières;289,0;706,0;20749,0;;;;;;;;;;;;;;;;;;;;;;;;
77399;Saint-Ange-le-Viel;88,0;231,0;23469,0;;;;;;;;;;;;;;;;;;;;;;;;
77400;Saint-Augustin;683,0;1847,0;24818,6;;;;;;;;;;;;;;;;;;;;;;;;
77401;Sainte-Aulde;257,0;663,0;23673,8;;;;;;;;;;;;;;;;;;;;;;;;
77402;Saint-Barthélemy;130,0;345,5;19772,0;;;;;;;;;;;;;;;;;;;;;;;;
77403;Saint-Brice;314,0;788,5;23150,7;;;;;;;;;;;;;;;;;;;;;;;;
77404;Sainte-Colombe;693,0;1845,5;20604,0;;;;;;;;;;;;;;;;;;;;;;;;
77405;Saint-Cyr-sur-Morin;754,0;1994,0;23412,6;;;;;;;;;;;;;;;;;;;;;;;;
77406;Saint-Denis-lès-Rebais;350,0;981,5;23099,1;;;;;;;;;;;;;;;;;;;;;;;;
77407;Saint-Fargeau-Ponthierry;5724,0;13911,5;23306,1;68,0;8,2;;8,3;11,4;8,0;;;5,0;17,0;80,6;74,3;3,2;3,1;25,6;9,6;3,7;2,0;0,8;0,9;-19,5;13131,7;40068,0;3,1
77408;Saint-Fiacre;158,0;408,5;26482,4;;;;;;;;;;;;;;;;;;;;;;;;
77409;Saint-Germain-Laval;1007,0;2767,0;21122,0;60,7;9,9;;;;;;;;;74,4;68,9;3,0;2,5;30,1;5,1;5,4;2,8;1,5;1,1;-15,0;12391,2;32836,7;2,6
77410;Saint-Germain-Laxis;251,0;708,0;25255,7;;;;;;;;;;;;;;;;;;;;;;;;
77411;Saint-Germain-sous-Doue;184,0;539,0;24167,5;;;;;;;;;;;;;;;;;;;;;;;;
77412;Saint-Germain-sur-École;133,0;352,5;26626,7;;;;;;;;;;;;;;;;;;;;;;;;
77413;Saint-Germain-sur-Morin;1319,0;3604,0;25237,0;74,4;5,9;;;;;;;;;85,6;81,1;1,8;2,8;22,1;8,4;3,0;1,9;0,7;0,4;-19,1;15577,1;40048,3;2,6
77414;Saint-Hilliers;183,0;486,0;21579,6;;;;;;;;;;;;;;;;;;;;;;;;
77415;Saint-Jean-les-Deux-Jumeaux;456,0;1207,0;23897,7;;;;;;;;;;;;;;;;;;;;;;;;
77416;Saint-Just-en-Brie;86,0;240,0;22146,0;;;;;;;;;;;;;;;;;;;;;;;;
77417;Saint-Léger;86,0;234,5;22345,0;;;;;;;;;;;;;;;;;;;;;;;;
77418;Saint-Loup-de-Naud;368,0;930,5;20539,0;;;;;;;;;;;;;;;;;;;;;;;;
77419;Saint-Mammès;1323,0;3186,0;22224,0;65,1;8,6;;;;;;;;;77,1;70,6;3,3;3,2;27,5;7,7;3,7;2,0;0,9;0,7;-16,0;13035,0;35100,0;2,7
77420;Saint-Mard;1361,0;3795,5;24254,7;73,4;6,6;;;;;;;;;84,9;79,3;2,9;2,7;22,8;6,5;3,6;2,3;0,7;0,5;-17,8;14433,5;36570,0;2,5
77421;Saint-Mars-Vieux-Maisons;104,0;296,0;22238,3;;;;;;;;;;;;;;;;;;;;;;;;
77423;Saint-Martin-des-Champs;266,0;678,0;20851,7;;;;;;;;;;;;;;;;;;;;;;;;
77424;Saint-Martin-du-Boschet;99,0;286,0;19974,7;;;;;;;;;;;;;;;;;;;;;;;;
77425;Saint-Martin-en-Bière;294,0;763,5;31611,4;;;;;;;;;;;;;;;;;;;;;;;;
77426;Saint-Méry;147,0;366,0;26384,6;;;;;;;;;;;;;;;;;;;;;;;;
77427;Saint-Mesmes;194,0;599,5;25259,5;;;;;;;;;;;;;;;;;;;;;;;;
77428;Saint-Ouen-en-Brie;302,0;858,0;25219,6;;;;;;;;;;;;;;;;;;;;;;;;
77429;Saint-Ouen-sur-Morin;197,0;524,5;22392,0;;;;;;;;;;;;;;;;;;;;;;;;
77430;Saint-Pathus;1979,0;6112,5;24614,3;73,4;5,0;;;;;;;;;90,9;85,3;2,9;2,7;18,4;4,0;3,6;2,7;0,5;0,4;-16,9;15384,6;36800,0;2,4
77431;Saint-Pierre-lès-Nemours;2244,0;5491,5;22356,3;66,2;7,6;;;;;;;5,0;17,3;69,6;63,2;2,4;4,0;33,5;9,7;3,7;2,0;1,0;0,7;-16,5;13231,7;36086,0;2,7
77432;Saint-Rémy-la-Vanne;361,0;951,5;22624,5;;;;;;;;;;;;;;;;;;;;;;;;
77433;Saints;510,0;1378,0;23642,0;;;;;;;;;;;;;;;;;;;;;;;;
77434;Saint-Sauveur-lès-Bray;164,0;370,0;23025,3;;;;;;;;;;;;;;;;;;;;;;;;
77435;Saint-Sauveur-sur-École;443,0;1150,0;30565,3;;;;;;;;;;;;;;;;;;;;;;;;
77436;Saint-Siméon;345,0;906,5;23666,0;;;;;;;;;;;;;;;;;;;;;;;;
77437;Saint-Soupplets;1169,0;3239,5;23042,5;65,2;;;;;;;;;;87,9;80,7;3,1;4,1;18,5;5,4;4,1;2,6;0,8;0,7;-15,9;14713,8;35356,5;2,4
77438;Saint-Thibault-des-Vignes;2300,0;6398,0;24881,9;73,3;7,8;;;;;;;;19,6;89,1;80,5;3,5;5,2;18,9;7,6;3,5;1,7;1,0;0,8;-19,1;13692,9;43581,3;3,2
77439;Salins;346,0;1010,5;22316,0;;;;;;;;;;;;;;;;;;;;;;;;
77440;Sammeron;394,0;1115,0;22388,4;;;;;;;;;;;;;;;;;;;;;;;;
77441;Samois-sur-Seine;842,0;2071,5;30448,0;75,5;;;;;;;;;;81,9;66,6;2,8;12,6;26,3;15,4;1,8;0,9;0,6;0,4;-25,4;13140,5;58533,2;4,5
77442;Samoreau;921,0;2322,5;27760,0;75,4;;;;;;;;;;79,9;72,9;2,6;4,5;28,6;9,0;2,2;1,2;0,5;0,5;-19,7;16229,6;44774,0;2,8
77443;Sancy;129,0;388,0;25407,0;;;;;;;;;;;;;;;;;;;;;;;;
77444;Sancy-lès-Provins;116,0;335,0;20700,3;;;;;;;;;;;;;;;;;;;;;;;;
77445;Savigny-le-Temple;9816,0;30187,5;20070,0;56,9;15,7;21,7;15,3;16,5;16,3;12,0;;7,7;28,5;87,4;81,8;3,9;1,7;15,6;3,8;8,0;4,3;1,8;2,0;-14,8;10611,0;32123,3;3,0
77446;Savins;241,0;609,5;22349,2;;;;;;;;;;;;;;;;;;;;;;;;
77447;Seine-Port;726,0;1896,5;31119,3;;;;;;;;;;;;;;;;;;;;;;;;
77448;Sept-Sorts;171,0;468,0;23587,0;;;;;;;;;;;;;;;;;;;;;;;;
77449;Serris;3049,0;8160,0;23081,6;70,4;10,6;;11,4;12,6;;;;;16,4;97,8;90,4;3,7;3,7;9,9;5,2;4,7;2,5;1,0;1,2;-17,6;12092,8;38539,2;3,2
77450;Servon;1198,0;3274,0;27833,0;77,3;;;;;;;;;;83,6;76,8;2,4;4,4;24,9;9,9;2,1;1,4;0,4;0,3;-20,5;15902,3;46264,7;2,9
77451;Signy-Signets;224,0;561,5;23502,7;;;;;;;;;;;;;;;;;;;;;;;;
77452;Sigy;;;;;;;;;;;;;;;;;;;;;;;;;;;
77453;Sivry-Courtry;427,0;1220,0;25291,0;;;;;;;;;;;;;;;;;;;;;;;;
77454;Sognolles-en-Montois;148,0;400,0;23048,9;;;;;;;;;;;;;;;;;;;;;;;;
77455;Soignolles-en-Brie;790,0;2085,0;25381,1;72,6;;;;;;;;;;90,2;83,7;3,0;3,5;19,2;6,5;2,3;1,5;0,5;0,3;-18,2;14595,9;41764,3;2,9
77456;Soisy-Bouy;314,0;838,0;22481,8;;;;;;;;;;;;;;;;;;;;;;;;
77457;Solers;483,0;1287,5;24631,9;;;;;;;;;;;;;;;;;;;;;;;;
77458;Souppes-sur-Loing;2201,0;5510,0;18800,0;51,9;19,0;;25,4;24,0;;;;7,2;38,4;70,4;63,9;3,5;3,1;28,2;8,3;7,7;3,2;2,6;1,9;-14,6;10138,8;30626,0;3,0
77459;Sourdun;529,0;1401,5;20410,7;;;;;;;;;;;;;;;;;;;;;;;;
77460;Tancrou;129,0;363,5;23947,8;;;;;;;;;;;;;;;;;;;;;;;;
77461;Thénisy;109,0;291,0;23925,3;;;;;;;;;;;;;;;;;;;;;;;;
77462;Thieux;300,0;739,5;21915,7;;;;;;;;;;;;;;;;;;;;;;;;
77463;Thomery;1426,0;3609,5;26559,3;76,1;;;;;;;;;;77,2;69,5;1,9;5,8;28,6;12,0;2,3;1,4;0,5;0,4;-20,1;15262,0;46292,0;3,0
77464;Thorigny-sur-Marne;3810,0;9578,5;23286,2;71,2;10,3;;15,1;12,4;;;;;22,3;82,6;76,4;3,0;3,2;25,2;7,4;3,8;1,9;1,0;0,9;-19,0;12263,0;39259,4;3,2
77465;Thoury-Férottes;270,0;689,0;22538,8;;;;;;;;;;;;;;;;;;;;;;;;
77466;Tigeaux;151,0;392,0;25695,0;;;;;;;;;;;;;;;;;;;;;;;;
77467;La Tombe;96,0;229,5;22066,7;;;;;;;;;;;;;;;;;;;;;;;;
77468;Torcy;8539,0;23495,0;19128,2;57,0;19,6;20,0;18,6;20,6;22,6;16,2;;6,9;30,3;86,2;79,9;4,2;2,1;17,0;4,7;7,7;3,5;2,1;2,1;-15,6;9828,2;33141,4;3,4
77469;Touquin;437,0;1212,5;23246,1;;;;;;;;;;;;;;;;;;;;;;;;
77470;Tournan-en-Brie;3181,0;8371,0;23103,4;69,0;8,8;;12,6;8,2;;;;;18,5;87,4;81,1;3,0;3,3;20,6;6,2;4,1;2,1;1,0;1,0;-18,3;12902,0;37758,5;2,9
77471;Tousson;150,0;388,0;25156,0;;;;;;;;;;;;;;;;;;;;;;;;
77472;La Trétoire;171,0;460,5;21711,5;;;;;;;;;;;;;;;;;;;;;;;;
77473;Treuzy-Levelay;182,0;450,5;24472,7;;;;;;;;;;;;;;;;;;;;;;;;
77474;Trilbardou;251,0;664,0;23809,0;;;;;;;;;;;;;;;;;;;;;;;;
77475;Trilport;1873,0;4910,5;23964,4;69,1;8,4;;;;;;;;26,5;77,1;73,3;2,3;1,5;27,9;9,1;3,5;2,1;0,8;0,6;-17,6;13227,3;36110,0;2,7
77476;Trocy-en-Multien;88,0;230,5;25038,0;;;;;;;;;;;;;;;;;;;;;;;;
77477;Ury;329,0;837,0;25852,7;;;;;;;;;;;;;;;;;;;;;;;;
77478;Ussy-sur-Marne;388,0;1076,5;21776,4;;;;;;;;;;;;;;;;;;;;;;;;
77479;Vaires-sur-Marne;5325,0;13342,5;23887,0;70,6;12,0;;16,1;15,7;10,7;;;;24,9;77,6;71,8;2,5;3,2;29,5;8,1;4,3;2,2;1,0;1,1;-19,5;11558,5;41075,5;3,6
77480;Valence-en-Brie;295,0;847,5;21426,7;;;;;;;;;;;;;;;;;;;;;;;;
77481;Vanvillé;68,0;179,5;23398,6;;;;;;;;;;;;;;;;;;;;;;;;
77482;Varennes-sur-Seine;1399,0;3477,0;19484,0;54,5;12,0;;;;;;;;21,3;68,3;63,4;2,8;2,1;32,7;7,4;5,8;2,9;1,5;1,5;-14,2;11250,7;32201,1;2,9
77483;Varreddes;743,0;1897,0;24269,5;;;;;;;;;;;;;;;;;;;;;;;;
77484;Vaucourtois;95,0;268,5;25068,0;;;;;;;;;;;;;;;;;;;;;;;;
77485;Le Vaudoué;310,0;776,5;26961,9;;;;;;;;;;;;;;;;;;;;;;;;
77486;Vaudoy-en-Brie;317,0;915,5;23104,0;;;;;;;;;;;;;;;;;;;;;;;;
77487;Vaux-le-Pénil;4305,0;11141,0;25052,7;75,4;5,5;;;;;;;5,0;14,5;80,2;74,6;2,2;3,5;27,4;8,8;3,2;1,8;0,7;0,7;-19,6;14884,0;40493,3;2,7
77489;Vaux-sur-Lunain;54,0;138,0;23971,5;;;;;;;;;;;;;;;;;;;;;;;;
77490;Vendrest;274,0;732,0;21383,3;;;;;;;;;;;;;;;;;;;;;;;;
77491;Veneux-les-Sablons;2142,0;5004,5;25581,7;72,2;5,7;;;;;;;;;77,2;68,7;2,4;6,1;30,4;9,7;2,5;1,4;0,5;0,6;-19,8;14891,4;43086,4;2,9
77492;Verdelot;277,0;667,0;21822,7;;;;;;;;;;;;;;;;;;;;;;;;
77493;Verneuil-l'Étang;1144,0;3225,5;22175,5;61,6;7,7;;;;;;;;;86,6;80,0;3,7;2,8;19,4;5,5;4,7;2,8;0,9;0,9;-16,2;13181,3;33340,0;2,5
77494;Vernou-la-Celle-sur-Seine;983,0;2699,0;24037,3;73,0;;;;;;;;;;81,7;76,2;2,5;3,1;25,4;6,5;3,0;2,0;0,6;0,3;-16,6;14553,6;36267,3;2,5
77495;Vert-Saint-Denis;2624,0;7352,0;24073,0;72,5;7,4;;;;;;;5,0;19,4;78,3;73,0;2,7;2,6;28,1;7,0;3,8;2,4;0,7;0,8;-17,2;13622,7;37893,9;2,8
77496;Vieux-Champagne;76,0;195,0;24872,9;;;;;;;;;;;;;;;;;;;;;;;;
77498;Vignely;104,0;310,0;25076,7;;;;;;;;;;;;;;;;;;;;;;;;
77500;Villebéon;185,0;498,0;22292,5;;;;;;;;;;;;;;;;;;;;;;;;
77501;Villecerf;293,0;747,0;24960,4;;;;;;;;;;;;;;;;;;;;;;;;
77504;Villemaréchal;332,0;864,0;24300,0;;;;;;;;;;;;;;;;;;;;;;;;
77505;Villemareuil;132,0;412,0;25008,1;;;;;;;;;;;;;;;;;;;;;;;;
77506;Villemer;280,0;736,5;23949,2;;;;;;;;;;;;;;;;;;;;;;;;
77507;Villenauxe-la-Petite;182,0;438,0;19970,7;;;;;;;;;;;;;;;;;;;;;;;;
77508;Villeneuve-le-Comte;686,0;1789,0;25696,5;;;;;;;;;;;;;;;;;;;;;;;;
77509;Villeneuve-les-Bordes;235,0;602,5;21853,9;;;;;;;;;;;;;;;;;;;;;;;;
77510;Villeneuve-Saint-Denis;298,0;786,5;26599,6;;;;;;;;;;;;;;;;;;;;;;;;
77511;Villeneuve-sous-Dammartin;242,0;617,0;20237,1;;;;;;;;;;;;;;;;;;;;;;;;
77512;Villeneuve-sur-Bellot;454,0;1144,5;19865,0;;;;;;;;;;;;;;;;;;;;;;;;
77513;Villenoy;1922,0;4607,0;22726,7;67,2;9,3;;;;;;;;18,9;87,7;82,5;3,1;2,2;18,7;5,4;4,5;2,3;1,1;1,2;-16,3;12710,0;35359,4;2,8
77514;Villeparisis;10052,0;26668,5;20735,2;62,4;14,5;14,9;16,0;16,8;15,4;10,0;;7,0;25,5;84,7;79,3;3,5;1,8;19,9;5,6;6,3;3,2;1,6;1,5;-16,5;10823,0;33363,3;3,1
77515;Villeroy;235,0;694,5;25816,2;;;;;;;;;;;;;;;;;;;;;;;;
77516;Ville-Saint-Jacques;302,0;821,5;23401,0;;;;;;;;;;;;;;;;;;;;;;;;
77517;Villevaudé;647,0;1792,5;26131,0;;;;;;;;;;;;;;;;;;;;;;;;
77518;Villiers-en-Bière;78,0;211,0;30236,0;;;;;;;;;;;;;;;;;;;;;;;;
77519;Villiers-Saint-Georges;435,0;1188,5;19006,0;;;;;;;;;;;;;;;;;;;;;;;;
77520;Villiers-sous-Grez;314,0;751,5;26350,0;;;;;;;;;;;;;;;;;;;;;;;;
77521;Villiers-sur-Morin;692,0;1858,5;25317,0;;;;;;;;;;;;;;;;;;;;;;;;
77522;Villiers-sur-Seine;126,0;320,0;21520,5;;;;;;;;;;;;;;;;;;;;;;;;
77523;Villuis;105,0;263,0;23337,5;;;;;;;;;;;;;;;;;;;;;;;;
77524;Vimpelles;206,0;538,0;22394,7;;;;;;;;;;;;;;;;;;;;;;;;
77525;Vinantes;128,0;376,0;24484,2;;;;;;;;;;;;;;;;;;;;;;;;
77526;Vincy-Manoeuvre;93,0;287,0;25200,5;;;;;;;;;;;;;;;;;;;;;;;;
77527;Voinsles;211,0;614,5;24898,0;;;;;;;;;;;;;;;;;;;;;;;;
77528;Voisenon;428,0;1198,0;26754,3;;;;;;;;;;;;;;;;;;;;;;;;
77529;Voulangis;582,0;1587,5;26589,4;;;;;;;;;;;;;;;;;;;;;;;;
77530;Voulton;122,0;325,0;23318,7;;;;;;;;;;;;;;;;;;;;;;;;
77531;Voulx;732,0;1755,5;20557,2;;;;;;;;;;;;;;;;;;;;;;;;
77532;Vulaines-lès-Provins;;;;;;;;;;;;;;;;;;;;;;;;;;;
77533;Vulaines-sur-Seine;983,0;2660,0;28255,6;80,2;;;;;;;;;;78,5;72,3;2,3;3,9;29,2;10,9;2,1;1,4;0,4;0,3;-20,7;16561,3;45544,2;2,8
77534;Yèbles;296,0;856,5;24292,0;;;;;;;;;;;;;;;;;;;;;;;;
78003;Ablis;1201,0;3516,5;24425,5;70,0;;;;;;;;;;88,9;80,6;2,7;5,6;18,3;6,7;3,6;2,5;0,5;0,5;-17,5;14603,6;37879,5;2,6
