Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine, Martinique et La Réunion - Communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 19/06/2018       Géographie au 01/01/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie (€);Part des ménages fiscaux imposés (%);Taux de pauvreté-Ensemble (%);Taux de pauvreté-moins de 30 ans (%);Taux de pauvreté-30 à 39 ans  (%);Taux de pauvreté-40 à 49 ans (%);Taux de pauvreté-50 à 59 ans (%);Taux de pauvreté-60 à 74 ans (%);Taux de pauvreté-75 ans ou plus (%);Taux de pauvreté-propriétaires (%);Taux de pauvreté-locataires (%);Part des revenus d'activité (%);dont part des salaires et traitements hors chômage (%);dont part des indemnités de chômage (%);dont part des revenus des activités non salariées (%);Part des pensions, retraites et rentes (%);Part des revenus du patrimoine et autres revenus (%);Part de l'ensemble des prestations sociales (%);dont part des prestations familiales (%);dont part des minima sociaux (%);dont part des prestations logement (%);Part des impôts (%);1er décile du niveau de vie (€);9e décile du niveau de vie (€);Rapport interdécile 9e décile/1er décile
CODGEO;LIBGEO;NBMENFISC15;NBPERSMENFISC15;MED15;PIMP15;TP6015;TP60AGE115;TP60AGE215;TP60AGE315;TP60AGE415;TP60AGE515;TP60AGE615;TP60TOL115;TP60TOL215;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15;D115;D915;RD15
29185;Plouescat;1583,0;3325,5;19656,0;47,6;12,0;;;;;;;9,8;;56,4;45,2;3,2;8,0;41,9;10,5;4,9;2,0;1,7;1,1;-13,7;11837,4;31054,4;2,6
29186;Plouezoc'h;746,0;1651,5;22764,0;;;;;;;;;;;;;;;;;;;;;;;;
29187;Plougar;321,0;801,0;18803,1;;;;;;;;;;;;;;;;;;;;;;;;
29188;Plougasnou;1626,0;3182,5;21202,7;58,4;10,1;;;;;;;8,1;;47,2;35,6;2,7;8,9;55,9;11,0;2,5;0,9;1,0;0,6;-16,6;12248,5;38129,3;3,1
29189;Plougastel-Daoulas;5563,0;13505,5;23021,5;62,4;6,8;;;7,8;6,6;;;5,0;17,0;74,4;64,9;2,8;6,8;30,5;10,4;3,6;1,9;0,9;0,8;-18,9;13546,2;40974,0;3,0
29190;Plougonvelin;1806,0;4245,5;24212,0;66,7;6,3;;;;;;;;;70,5;62,4;2,8;5,3;33,4;11,7;3,0;1,8;0,6;0,6;-18,6;14122,7;41608,0;2,9
29191;Plougonven;1398,0;3331,0;19946,0;52,4;9,9;;;;;;;8,2;;64,8;54,6;2,7;7,5;36,7;7,7;4,8;2,6;1,3;1,0;-14,0;12394,6;30917,0;2,5
29192;Plougoulm;772,0;1813,0;19704,0;;;;;;;;;;;;;;;;;;;;;;;;
29193;Plougourvest;496,0;1274,5;20080,0;;;;;;;;;;;;;;;;;;;;;;;;
29195;Plouguerneau;2996,0;6742,0;20502,8;51,2;9,2;;;;;;;6,9;23,2;62,5;52,5;3,1;6,9;39,5;8,1;4,2;2,3;1,0;0,9;-14,3;12644,7;32918,0;2,6
29196;Plouguin;851,0;2144,5;20308,6;51,2;;;;;;;;;;71,5;61,1;2,4;8,1;29,3;8,1;4,7;3,2;0,7;0,7;-13,6;12684,0;31452,7;2,5
29197;Plouhinec;1996,0;3927,5;20077,0;51,8;11,7;;;;;;;10,3;;44,9;35,1;2,7;7,1;55,1;12,1;3,1;1,2;1,1;0,7;-15,2;11914,0;33910,0;2,8
29198;Plouider;808,0;1968,5;19764,8;;;;;;;;;;;;;;;;;;;;;;;;
29199;Plouigneau;2050,0;4963,5;20601,5;54,9;9,3;;;;;;;6,0;22,3;70,3;58,7;2,9;8,7;31,6;8,3;4,6;2,6;1,0;1,0;-14,8;12482,7;32261,6;2,6
29201;Ploumoguer;825,0;2039,0;20154,0;54,5;;;;;;;;;;71,4;59,3;2,4;9,6;29,8;8,5;4,5;2,9;0,8;0,8;-14,2;12871,3;31736,1;2,5
29202;Plounéour-Ménez;556,0;1283,5;18065,0;;;;;;;;;;;;;;;;;;;;;;;;
29203;Plounéour-Trez;562,0;1175,5;20262,5;;;;;;;;;;;;;;;;;;;;;;;;
29204;Plounéventer;806,0;2127,0;20154,7;48,6;;;;;;;;;;78,7;70,4;3,6;4,7;23,3;7,1;4,6;3,2;0,8;0,7;-13,7;13034,0;30136,1;2,3
29205;Plounévézel;475,0;1202,5;19987,5;;;;;;;;;;;;;;;;;;;;;;;;
29206;Plounévez-Lochrist;1054,0;2348,0;18530,6;43,5;13,6;;;;;;;11,2;;66,3;52,2;3,1;11,0;32,2;10,0;4,8;2,5;1,3;1,0;-13,3;11330,0;29752,5;2,6
29207;Plourin-lès-Morlaix;1933,0;4405,5;20974,0;57,2;8,4;;;;;;;;;61,3;52,6;2,4;6,3;40,7;9,4;4,2;2,2;1,0;1,0;-15,6;13111,0;33502,0;2,6
29208;Plourin;466,0;1238,0;19848,1;;;;;;;;;;;;;;;;;;;;;;;;
29209;Plouvien;1476,0;3868,0;20961,3;55,5;6,2;;;;;;;;;78,4;69,3;3,4;5,8;22,8;8,9;4,5;2,9;0,8;0,8;-14,6;13804,8;31406,0;2,3
29210;Plouvorn;1150,0;2879,0;19546,0;49,3;10,8;;;;;;;9,0;;73,9;60,3;3,3;10,3;26,3;9,0;5,0;3,0;1,0;1,1;-14,2;12157,3;29856,2;2,5
29211;Plouyé;319,0;622,0;17533,5;;;;;;;;;;;;;;;;;;;;;;;;
29212;Plouzané;4902,0;12776,5;21717,2;60,2;6,5;;;7,3;;;;5,0;20,1;72,3;65,4;3,0;3,9;32,2;7,1;4,6;2,8;0,9;1,0;-16,2;13888,3;33710,6;2,4
29213;Plouzévédé;740,0;1826,0;19443,3;;;;;;;;;;;;;;;;;;;;;;;;
29214;Plovan;329,0;707,5;19392,0;;;;;;;;;;;;;;;;;;;;;;;;
29215;Plozévet;1414,0;2993,0;20407,2;51,0;10,9;;;;;;;8,3;;54,1;43,8;2,3;7,9;46,4;10,2;3,4;1,5;1,0;0,8;-14,1;12132,0;32402,9;2,7
29216;Pluguffan;1691,0;4139,0;21035,6;55,4;7,8;;;;;;;;;72,8;62,0;2,7;8,2;29,3;9,1;4,3;2,4;1,0;0,9;-15,5;12956,4;32525,7;2,5
29217;Pont-Aven;1415,0;2845,5;20378,6;51,7;13,2;;;;;;;;;54,7;44,0;3,4;7,3;44,8;12,4;3,7;1,4;1,2;1,1;-15,6;11470,0;34509,3;3,0
29218;Pont-Croix;740,0;1441,0;18953,0;;;;;;;;;;;;;;;;;;;;;;;;
29219;Le Ponthou;58,0;157,5;18389,6;;;;;;;;;;;;;;;;;;;;;;;;
29220;Pont-l'Abbé;4076,0;8065,5;20096,7;52,5;12,1;;;16,7;14,2;;;6,6;24,4;59,4;50,5;3,1;5,7;40,8;10,6;4,7;1,6;1,6;1,5;-15,5;11820,0;34528,4;2,9
29221;Porspoder;854,0;1825,5;22525,2;;;;;;;;;;;;;;;;;;;;;;;;
29222;Port-Launay;208,0;390,0;19713,5;;;;;;;;;;;;;;;;;;;;;;;;
29224;Pouldergat;523,0;1250,0;20194,0;;;;;;;;;;;;;;;;;;;;;;;;
29225;Pouldreuzic;953,0;2100,0;19739,3;49,9;9,9;;;;;;;;;63,0;53,3;2,9;6,8;37,0;10,0;4,1;2,3;0,9;0,9;-14,1;12425,3;30208,4;2,4
29226;Poullan-sur-Mer;670,0;1529,5;20966,0;;;;;;;;;;;;;;;;;;;;;;;;
29227;Poullaouen;618,0;1253,0;18646,5;;;;;;;;;;;;;;;;;;;;;;;;
29228;Primelin;354,0;695,0;20487,3;;;;;;;;;;;;;;;;;;;;;;;;
29229;Quéménéven;486,0;1175,0;19648,6;;;;;;;;;;;;;;;;;;;;;;;;
29230;Querrien;768,0;1744,0;18996,2;;;;;;;;;;;;;;;;;;;;;;;;
29232;Quimper;30333,0;60217,5;20206,0;53,4;13,8;24,3;19,0;17,4;12,6;7,0;5,0;5,8;27,7;68,8;59,6;3,3;5,9;32,4;9,7;6,0;1,9;2,2;1,9;-16,9;11220,7;35529,3;3,2
29233;Quimperlé;5467,0;11740,5;19908,1;50,4;12,1;;12,3;16,3;11,2;;;6,1;26,0;67,8;59,3;3,3;5,3;33,3;8,0;5,9;2,3;1,9;1,7;-15,0;11719,8;31690,0;2,7
29234;Rédené;1125,0;2957,5;21600,5;57,6;;;;;;;;;;73,9;66,2;2,2;5,4;29,3;8,0;3,9;2,6;0,7;0,6;-15,1;14293,3;32189,4;2,3
29235;Le Relecq-Kerhuon;5006,0;11608,5;23165,0;63,0;7,4;;;9,0;;;;5,0;20,5;75,1;65,3;2,9;6,9;30,3;10,1;3,8;1,9;0,9;1,0;-19,3;13686,8;40565,0;3,0
29236;Riec-sur-Bélon;1990,0;4352,0;20886,0;53,8;9,6;;;;;;;7,5;;58,6;46,8;3,0;8,8;40,2;12,9;3,5;1,6;1,1;0,8;-15,2;12456,8;34788,0;2,8
29237;La Roche-Maurice;719,0;1787,0;21631,3;;;;;;;;;;;;;;;;;;;;;;;;
29238;Roscanvel;425,0;843,5;20623,0;;;;;;;;;;;;;;;;;;;;;;;;
29239;Roscoff;1719,0;3310,0;22044,7;58,8;8,9;;;;;;;;;52,1;41,9;2,1;8,1;48,3;13,7;2,9;1,2;0,9;0,8;-17,0;12715,2;40137,5;3,2
29240;Rosnoën;413,0;966,5;20312,0;;;;;;;;;;;;;;;;;;;;;;;;
29241;Rosporden;3307,0;7363,5;19180,0;48,0;10,9;;;13,2;;;;6,8;26,0;66,7;59,4;3,7;3,6;33,3;7,9;5,5;2,6;1,5;1,3;-13,4;12027,0;28510,7;2,4
29243;Saint-Coulitz;186,0;425,5;20310,5;;;;;;;;;;;;;;;;;;;;;;;;
29244;Saint-Derrien;315,0;816,0;19247,6;;;;;;;;;;;;;;;;;;;;;;;;
29245;Saint-Divy;589,0;1555,5;22023,3;;;;;;;;;;;;;;;;;;;;;;;;
29246;Saint-Eloy;91,0;228,5;19529,3;;;;;;;;;;;;;;;;;;;;;;;;
29247;Saint-Évarzec;1481,0;3660,5;21806,8;62,1;6,1;;;;;;;;;72,4;64,1;2,7;5,6;30,5;9,7;3,2;1,9;0,7;0,6;-15,8;13822,0;33959,5;2,5
29248;Saint-Frégant;319,0;824,5;20016,1;;;;;;;;;;;;;;;;;;;;;;;;
29249;Saint-Goazec;349,0;698,5;17886,1;;;;;;;;;;;;;;;;;;;;;;;;
29250;Saint-Hernin;343,0;735,5;17634,0;;;;;;;;;;;;;;;;;;;;;;;;
29251;Saint-Jean-du-Doigt;296,0;634,0;20462,7;;;;;;;;;;;;;;;;;;;;;;;;
29252;Saint-Jean-Trolimon;425,0;995,0;20952,0;;;;;;;;;;;;;;;;;;;;;;;;
29254;Saint-Martin-des-Champs;2247,0;4568,0;20067,3;53,7;9,2;;;;;;;;21,5;56,4;49,1;2,9;4,3;43,9;9,4;4,8;2,0;1,6;1,2;-14,5;12563,8;31951,5;2,5
29255;Saint-Méen;330,0;928,5;19270,7;;;;;;;;;;;;;;;;;;;;;;;;
29256;Saint-Nic;380,0;790,5;20621,3;;;;;;;;;;;;;;;;;;;;;;;;
29257;Saint-Pabu;896,0;2134,0;21270,7;58,1;;;;;;;;;;66,4;57,6;3,1;5,7;37,0;8,7;3,7;2,5;0,7;0,6;-15,8;13853,9;34459,0;2,5
29259;Saint-Pol-de-Léon;3201,0;6655,5;19510,0;49,2;12,8;;;14,0;14,2;;;9,0;22,3;60,7;49,7;3,0;8,0;39,7;9,5;5,0;1,7;1,9;1,4;-14,9;11466,7;33503,5;2,9
29260;Saint-Renan;3271,0;7968,5;21741,0;59,5;5,5;;;;;;;;13,7;75,3;66,7;3,0;5,6;28,6;8,0;4,0;2,3;0,8;0,9;-15,9;13940,8;33588,1;2,4
29261;Saint-Rivoal;82,0;170,5;15834,0;;;;;;;;;;;;;;;;;;;;;;;;
29262;Saint-Sauveur;316,0;780,0;17507,8;;;;;;;;;;;;;;;;;;;;;;;;
29263;Saint-Ségal;425,0;1080,5;20677,1;;;;;;;;;;;;;;;;;;;;;;;;
29264;Saint-Servais;270,0;766,5;19759,5;;;;;;;;;;;;;;;;;;;;;;;;
29265;Sainte-Sève;399,0;1069,0;22066,7;;;;;;;;;;;;;;;;;;;;;;;;
29266;Saint-Thégonnec Loc-Eguiner;1231,0;3042,5;19801,3;49,1;9,8;;;;;;;;;77,0;64,7;4,2;8,1;23,0;8,2;5,3;3,0;1,2;1,1;-13,5;12441,0;29509,0;2,4
29267;Saint-Thois;310,0;688,5;18808,1;;;;;;;;;;;;;;;;;;;;;;;;
29268;Saint-Thonan;599,0;1736,5;22228,9;;;;;;;;;;;;;;;;;;;;;;;;
29269;Saint-Thurien;438,0;1024,0;18256,8;;;;;;;;;;;;;;;;;;;;;;;;
29270;Saint-Urbain;601,0;1708,0;21783,9;;;;;;;;;;;;;;;;;;;;;;;;
29271;Saint-Vougay;373,0;879,0;18513,3;;;;;;;;;;;;;;;;;;;;;;;;
29272;Saint-Yvi;1239,0;3065,0;20429,3;53,8;6,6;;;;;;;;;73,3;63,0;3,1;7,2;28,9;7,3;4,3;2,5;0,9;0,9;-13,8;13601,3;31722,0;2,3
29273;Santec;1072,0;2466,5;20918,3;54,2;10,4;;;;;;;;;65,6;52,4;3,1;10,1;35,6;11,6;3,2;1,7;0,8;0,7;-16,0;12223,3;35608,3;2,9
29274;Scaër;2444,0;5328,0;19045,2;48,4;13,9;;;17,7;;;;10,7;34,4;61,1;50,9;3,0;7,2;38,8;7,7;5,4;2,5;1,8;1,1;-13,0;11228,0;28418,6;2,5
29275;Scrignac;397,0;732,5;17781,3;;;;;;;;;;;;;;;;;;;;;;;;
29276;Sibiril;558,0;1231,5;19611,0;;;;;;;;;;;;;;;;;;;;;;;;
29277;Sizun;920,0;2247,5;18919,5;45,5;12,9;;;;;;;;;73,1;60,6;3,5;8,9;26,3;8,7;5,7;3,3;1,2;1,2;-13,8;11592,0;29848,8;2,6
29278;Spézet;860,0;1791,5;18474,0;;;;;;;;;;;;;;;;;;;;;;;;
29279;Taulé;1255,0;2895,5;19766,3;55,4;11,1;;;;;;;8,8;;67,5;54,3;3,0;10,2;33,0;11,3;4,2;2,2;1,2;0,9;-16,0;11818,5;32654,8;2,8
29280;Telgruc-sur-Mer;968,0;2178,5;20404,7;53,7;9,9;;;;;;;;;60,2;49,8;2,9;7,5;41,8;8,5;3,8;2,2;0,9;0,7;-14,3;12365,3;33940,0;2,7
29281;Tourch;419,0;1029,5;19282,0;;;;;;;;;;;;;;;;;;;;;;;;
29282;Trébabu;143,0;339,5;20975,7;;;;;;;;;;;;;;;;;;;;;;;;
29284;Treffiagat;1166,0;2512,5;21102,8;55,2;8,1;;;;;;;;;49,9;39,4;2,8;7,7;48,8;12,5;3,4;1,6;1,0;0,7;-14,6;12986,0;35663,3;2,7
29285;Tréflaouénan;222,0;514,0;19247,1;;;;;;;;;;;;;;;;;;;;;;;;
29286;Tréflévénez;98,0;257,0;19604,7;;;;;;;;;;;;;;;;;;;;;;;;
29287;Tréflez;397,0;947,0;19295,7;;;;;;;;;;;;;;;;;;;;;;;;
29288;Trégarantec;226,0;643,5;21637,8;;;;;;;;;;;;;;;;;;;;;;;;
29289;Trégarvan;70,0;139,0;22758,6;;;;;;;;;;;;;;;;;;;;;;;;
29290;Tréglonou;266,0;666,0;20983,0;;;;;;;;;;;;;;;;;;;;;;;;
29291;Trégourez;423,0;941,5;18569,6;;;;;;;;;;;;;;;;;;;;;;;;
29292;Tréguennec;144,0;311,0;21432,8;;;;;;;;;;;;;;;;;;;;;;;;
29293;Trégunc;3401,0;7449,0;21930,7;58,6;8,4;;;;;;;6,9;16,0;55,1;46,6;2,7;5,8;42,5;15,3;3,0;1,5;0,8;0,6;-15,9;12984,0;38114,8;2,9
29294;Le Tréhou;246,0;654,5;19093,3;;;;;;;;;;;;;;;;;;;;;;;;
29295;Trémaouézan;193,0;550,0;21312,9;;;;;;;;;;;;;;;;;;;;;;;;
29296;Tréméoc;499,0;1320,5;21399,5;;;;;;;;;;;;;;;;;;;;;;;;
29297;Tréméven;999,0;2436,5;20482,7;54,8;8,3;;;;;;;;;68,3;61,8;2,9;3,6;33,5;6,8;4,7;2,7;1,2;0,8;-13,3;12897,0;29602,7;2,3
29298;Tréogat;247,0;590,5;19779,6;;;;;;;;;;;;;;;;;;;;;;;;
29299;Tréouergat;122,0;335,0;20862,4;;;;;;;;;;;;;;;;;;;;;;;;
29300;Le Trévoux;606,0;1595,5;21095,2;;;;;;;;;;;;;;;;;;;;;;;;
29301;Trézilidé;142,0;364,5;19249,6;;;;;;;;;;;;;;;;;;;;;;;;
29302;Pont-de-Buis-lès-Quimerch;1659,0;3769,0;19506,0;47,1;11,9;;;;;;;7,2;32,5;69,8;60,0;4,5;5,3;30,4;7,5;5,3;3,0;1,3;1,1;-13,0;11680,6;29408,5;2,5
2A001;Afa;1088,0;2843,5;23915,0;67,8;8,4;;;;;;;;;79,4;67,9;2,4;9,0;26,4;9,8;2,6;1,2;0,9;0,5;-18,2;13076,1;38623,5;3,0
2A004;Ajaccio;24310,0;50882,0;20235,4;56,1;16,1;22,7;18,9;17,6;16,0;13,5;13,0;7,6;23,6;72,1;62,4;2,6;7,2;29,6;11,1;5,7;1,4;2,5;1,7;-18,5;10580,8;37369,0;3,5
2A006;Alata;1174,0;3065,5;23819,4;65,6;7,4;;;;;;;;;78,2;70,9;2,0;5,2;26,9;9,5;2,9;1,3;1,1;0,5;-17,5;13540,0;38415,5;2,8
2A008;Albitreccia;621,0;1301,5;23951,0;;;;;;;;;;;;;;;;;;;;;;;;
2A011;Altagène;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A014;Ambiegna;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A017;Appietto;609,0;1614,5;22810,0;;;;;;;;;;;;;;;;;;;;;;;;
2A018;Arbellara;62,0;141,0;15247,7;;;;;;;;;;;;;;;;;;;;;;;;
2A019;Arbori;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A021;Argiusta-Moriccio;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A022;Arro;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A024;Aullène;64,0;126,0;16822,3;;;;;;;;;;;;;;;;;;;;;;;;
2A026;Azilone-Ampaza;66,0;156,5;15052,0;;;;;;;;;;;;;;;;;;;;;;;;
2A027;Azzana;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A028;Balogna;57,0;105,5;17733,6;;;;;;;;;;;;;;;;;;;;;;;;
2A031;Bastelica;198,0;369,5;19420,0;;;;;;;;;;;;;;;;;;;;;;;;
2A032;Bastelicaccia;1276,0;3223,5;23279,2;62,6;9,6;;;;;;;;;75,7;65,6;2,4;7,7;28,7;10,4;3,0;1,3;1,1;0,6;-17,8;12501,6;41352,0;3,3
2A035;Belvédère-Campomoro;73,0;156,5;20759,3;;;;;;;;;;;;;;;;;;;;;;;;
2A038;Bilia;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A040;Bocognano;198,0;386,5;21293,3;;;;;;;;;;;;;;;;;;;;;;;;
2A041;Bonifacio;1362,0;3209,5;18063,1;47,1;20,1;;;;;;;;27,9;73,0;51,9;5,1;15,9;25,7;15,6;4,3;1,9;1,3;1,1;-18,6;9717,0;34019,6;3,5
2A048;Calcatoggio;229,0;468,0;21934,2;;;;;;;;;;;;;;;;;;;;;;;;
2A056;Campo;50,0;93,0;18861,2;;;;;;;;;;;;;;;;;;;;;;;;
2A060;Cannelle;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A061;Carbini;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A062;Carbuccia;137,0;287,5;20024,0;;;;;;;;;;;;;;;;;;;;;;;;
2A064;Cardo-Torgia;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A065;Cargèse;475,0;984,0;18597,2;;;;;;;;;;;;;;;;;;;;;;;;
2A066;Cargiaca;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A070;Casaglione;171,0;334,0;19933,3;;;;;;;;;;;;;;;;;;;;;;;;
2A071;Casalabriva;88,0;175,0;16581,0;;;;;;;;;;;;;;;;;;;;;;;;
2A085;Cauro;514,0;1195,5;22659,6;;;;;;;;;;;;;;;;;;;;;;;;
2A089;Ciamannacce;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A090;Coggia;286,0;578,5;21856,4;;;;;;;;;;;;;;;;;;;;;;;;
2A091;Cognocoli-Monticchi;69,0;129,5;18419,3;;;;;;;;;;;;;;;;;;;;;;;;
2A092;Conca;370,0;798,5;16829,6;;;;;;;;;;;;;;;;;;;;;;;;
2A094;Corrano;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A098;Coti-Chiavari;324,0;654,0;20881,3;;;;;;;;;;;;;;;;;;;;;;;;
2A099;Cozzano;93,0;180,5;15252,5;;;;;;;;;;;;;;;;;;;;;;;;
2A100;Cristinacce;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A103;Cuttoli-Corticchiato;695,0;1763,5;20968,5;;;;;;;;;;;;;;;;;;;;;;;;
2A104;Eccica-Suarella;362,0;972,5;23005,0;;;;;;;;;;;;;;;;;;;;;;;;
2A108;Évisa;75,0;133,0;16789,0;;;;;;;;;;;;;;;;;;;;;;;;
2A114;Figari;564,0;1324,0;17019,4;;;;;;;;;;;;;;;;;;;;;;;;
2A115;Foce;52,0;131,0;22660,0;;;;;;;;;;;;;;;;;;;;;;;;
2A117;Forciolo;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A118;Fozzano;80,0;164,0;16155,0;;;;;;;;;;;;;;;;;;;;;;;;
2A119;Frasseto;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A127;Giuncheto;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A128;Granace;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A129;Grossa;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A130;Grosseto-Prugna;1187,0;2583,5;24044,0;65,4;10,1;;;;;;;;;62,1;52,9;2,4;6,8;40,2;16,3;2,3;0,6;1,2;0,5;-20,9;12250,0;48658,7;4,0
2A131;Guagno;52,0;85,0;18426,0;;;;;;;;;;;;;;;;;;;;;;;;
2A132;Guargualé;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A133;Guitera-les-Bains;52,0;105,0;19231,8;;;;;;;;;;;;;;;;;;;;;;;;
2A139;Lecci;494,0;1166,0;19727,3;;;;;;;;;;;;;;;;;;;;;;;;
2A141;Letia;50,0;82,5;23332,0;;;;;;;;;;;;;;;;;;;;;;;;
2A142;Levie;296,0;578,0;17108,9;;;;;;;;;;;;;;;;;;;;;;;;
2A144;Lopigna;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A146;Loreto-di-Tallano;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A154;Marignana;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A158;Mela;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A160;Moca-Croce;107,0;192,0;18770,8;;;;;;;;;;;;;;;;;;;;;;;;
2A163;Monacia-d'Aullène;189,0;371,0;19363,3;;;;;;;;;;;;;;;;;;;;;;;;
2A174;Murzo;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A181;Ocana;189,0;430,0;19407,5;;;;;;;;;;;;;;;;;;;;;;;;
2A186;Olivese;121,0;232,0;17658,7;;;;;;;;;;;;;;;;;;;;;;;;
2A189;Olmeto;502,0;1105,5;20194,0;;;;;;;;;;;;;;;;;;;;;;;;
2A191;Olmiccia;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A196;Orto;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A197;Osani;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A198;Ota;151,0;324,0;19590,0;;;;;;;;;;;;;;;;;;;;;;;;
2A200;Palneca;51,0;95,5;16488,5;;;;;;;;;;;;;;;;;;;;;;;;
2A203;Partinello;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A204;Pastricciola;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A209;Peri;684,0;1670,5;21780,4;;;;;;;;;;;;;;;;;;;;;;;;
2A211;Petreto-Bicchisano;261,0;508,0;19307,2;;;;;;;;;;;;;;;;;;;;;;;;
2A212;Piana;187,0;403,0;18708,4;;;;;;;;;;;;;;;;;;;;;;;;
2A215;Pianottoli-Caldarello;317,0;658,5;19265,0;;;;;;;;;;;;;;;;;;;;;;;;
2A228;Pietrosella;532,0;1146,5;25528,0;;;;;;;;;;;;;;;;;;;;;;;;
2A232;Pila-Canale;113,0;228,5;20104,0;;;;;;;;;;;;;;;;;;;;;;;;
2A240;Poggiolo;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A247;Porto-Vecchio;5531,0;13252,0;17641,0;50,7;23,7;;26,5;26,0;25,0;20,1;17,8;11,6;33,8;72,3;58,7;4,2;9,4;24,3;16,4;5,8;2,2;1,9;1,7;-18,8;9057,2;34647,2;3,8
2A249;Propriano;1389,0;2954,0;17050,4;44,1;25,5;;;;;;;18,3;29,8;64,7;53,5;4,3;6,9;29,7;12,7;8,0;2,3;3,2;2,5;-15,1;9449,3;32754,0;3,5
2A253;Quasquara;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A254;Quenza;109,0;194,0;16575,4;;;;;;;;;;;;;;;;;;;;;;;;
2A258;Renno;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A259;Rezza;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A262;Rosazia;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A266;Salice;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A268;Sampolo;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A269;Sari-Solenzara;522,0;1066,0;17610,0;;;;;;;;;;;;;;;;;;;;;;;;
2A270;Sari-d'Orcino;112,0;243,0;21001,7;;;;;;;;;;;;;;;;;;;;;;;;
2A271;Sarrola-Carcopino;1002,0;2534,0;20397,6;55,6;14,5;;;;;;;;26,9;81,8;72,1;3,5;6,2;21,3;7,7;4,8;2,0;1,6;1,2;-15,6;10587,2;34293,9;3,2
2A272;Sartène;1289,0;2797,0;18035,3;44,3;25,6;;;;;;;;38,7;64,9;53,8;3,4;7,8;33,5;8,8;7,0;2,0;3,1;1,9;-14,2;8854,0;32448,0;3,7
2A276;Serra-di-Ferro;180,0;376,0;19870,7;;;;;;;;;;;;;;;;;;;;;;;;
2A278;Serra-di-Scopamène;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A279;Serriera;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A282;Soccia;51,0;94,0;19747,7;;;;;;;;;;;;;;;;;;;;;;;;
2A284;Sollacaro;161,0;293,5;19614,0;;;;;;;;;;;;;;;;;;;;;;;;
2A285;Sorbollano;;;;;;;;;;;;;;;;;;;;;;;;;;;
2A288;Sotta;499,0;1113,5;19813,9;;;;;;;;;;;;;;;;;;;;;;;;
2A295;Sant'Andréa-d'Orcino;48,0;100,0;21226,2;;;;;;;;;;;;;;;;;;;;;;;;
2A300;San-Gavino-di-Carbini;369,0;890,0;19720,1;;;;;;;;;;;;;;;;;;;;;;;;
2A308;Sainte-Lucie-de-Tallano;182,0;343,5;18494,0;;;;;;;;;;;;;;;;;;;;;;;;
2A310;Santa-Maria-Figaniella;;;;;;;;;;;;;;;;;;;;;;;;;;;
